customer_id,first_name,last_name,email,phone,gender,birth_date,registration_date,loyalty_points,age,age_group,customer_tenure_days,customer_tenure_months,customer_tenure_years,registration_year,registration_quarter,registration_month,registration_weekday,registered_on_weekend,loyalty_segment,loyalty_tier,is_senior,is_young_customer,is_adult,is_long_term_customer,is_new_customer,loyalty_points_per_year,email_domain
721,Aarav,Modi,aarav.modi721@gmail.com,9119020626,Male,1975-05-28,2020-10-19,2330,50,46-60,1900,63.3,5.21,2020,4,October,Monday,0,VIP,4,0,0,0,1,0,446.36,gmail.com
722,Riya,Trivedi,riya.trivedi722@gmail.com,9105627942,Male,1971-08-13,2022-09-11,1128,54,46-60,1208,40.3,3.31,2022,3,September,Sunday,1,VIP,4,0,0,0,0,0,339.76,gmail.com
723,Ananya,Bhatt,ananya.bhatt723@gmail.com,9457639067,Female,1987-12-23,2025-01-24,2182,38,36-45,342,11.4,0.94,2025,1,January,Friday,0,VIP,4,0,0,1,0,1,2296.84,gmail.com
724,Arjun,Joshi,arjun.joshi724@gmail.com,9250631109,Female,1980-05-24,2020-07-07,1039,45,36-45,2004,66.8,5.49,2020,3,July,Tuesday,0,VIP,4,0,0,1,1,0,188.91,gmail.com
725,Neha,Gupta,neha.gupta725@gmail.com,9836364832,Male,1973-05-02,2021-10-21,3303,52,46-60,1533,51.1,4.2,2021,4,October,Thursday,0,VIP,4,0,0,0,0,0,784.56,gmail.com
726,Arjun,Trivedi,arjun.trivedi726@gmail.com,9112126585,Male,1984-11-27,2020-01-17,649,41,36-45,2176,72.5,5.96,2020,1,January,Friday,0,High,3,0,0,1,1,0,108.71,gmail.com
727,Diya,Modi,diya.modi727@gmail.com,9686553417,Female,1979-07-23,2020-07-30,2874,46,46-60,1981,66.0,5.43,2020,3,July,Thursday,0,VIP,4,0,0,0,1,0,528.31,gmail.com
728,Ananya,Kapoor,ananya.kapoor728@gmail.com,9918366317,Female,1987-05-26,2025-11-03,3446,38,36-45,59,2.0,0.16,2025,4,November,Monday,0,VIP,4,0,0,1,0,1,20270.59,gmail.com
729,Arjun,Gupta,arjun.gupta729@gmail.com,9464465652,Female,1984-12-02,2022-09-08,183,41,36-45,1211,40.4,3.32,2022,3,September,Thursday,0,Medium,2,0,0,1,0,0,54.95,gmail.com
730,Aarav,Modi,aarav.modi730@gmail.com,9606643935,Male,1994-02-15,2021-08-28,983,31,26-35,1587,52.9,4.35,2021,3,August,Saturday,1,High,3,0,0,1,0,0,225.46,gmail.com
731,Aarav,Patel,aarav.patel731@gmail.com,9224708585,Female,1996-12-27,2023-10-31,467,29,26-35,793,26.4,2.17,2023,4,October,Tuesday,0,Medium,2,0,0,1,0,0,214.22,gmail.com
732,Aarav,Mehta,aarav.mehta732@gmail.com,9842552665,Male,1987-10-18,2023-07-08,3340,38,36-45,908,30.3,2.49,2023,3,July,Saturday,1,VIP,4,0,0,1,0,0,1336.0,gmail.com
733,Arjun,Desai,arjun.desai733@gmail.com,9671475392,Female,1985-09-28,2020-10-30,1304,40,36-45,1889,63.0,5.18,2020,4,October,Friday,0,VIP,4,0,0,1,1,0,251.25,gmail.com
734,Priya,Modi,priya.modi734@gmail.com,9294026412,Male,2005-03-11,2020-11-25,663,20,18-25,1863,62.1,5.1,2020,4,November,Wednesday,0,High,3,0,1,0,1,0,129.75,gmail.com
735,Riya,Gupta,riya.gupta735@gmail.com,9118191185,Female,1979-11-02,2025-08-24,392,46,46-60,130,4.3,0.36,2025,3,August,Sunday,1,Medium,2,0,0,0,0,1,1059.46,gmail.com
736,Aarav,Joshi,aarav.joshi736@gmail.com,9802088747,Female,1983-07-20,2021-04-10,864,42,36-45,1727,57.6,4.73,2021,2,April,Saturday,1,High,3,0,0,1,0,0,182.28,gmail.com
737,Ananya,Bhatt,ananya.bhatt737@gmail.com,9283007720,Male,1987-04-14,2023-05-09,4640,38,36-45,968,32.3,2.65,2023,2,May,Tuesday,0,VIP,4,0,0,1,0,0,1744.36,gmail.com
738,Vivaan,Patel,vivaan.patel738@gmail.com,9891369243,Female,1988-05-09,2022-07-11,556,37,36-45,1270,42.3,3.48,2022,3,July,Monday,0,High,3,0,0,1,0,0,159.31,gmail.com
739,Vivaan,Desai,vivaan.desai739@gmail.com,9855347756,Male,1981-06-18,2020-01-27,1002,44,36-45,2166,72.2,5.93,2020,1,January,Monday,0,VIP,4,0,0,1,1,0,168.69,gmail.com
740,Ananya,Shah,ananya.shah740@gmail.com,9131396517,Male,1985-10-07,2022-06-12,4233,40,36-45,1299,43.3,3.56,2022,2,June,Sunday,1,VIP,4,0,0,1,0,0,1185.71,gmail.com
741,Arjun,Shah,arjun.shah741@gmail.com,9248891954,Female,1975-03-22,2023-06-08,2493,50,46-60,938,31.3,2.57,2023,2,June,Thursday,0,VIP,4,0,0,0,0,0,966.28,gmail.com
742,Vivaan,Patel,vivaan.patel742@gmail.com,9693861039,Male,1992-12-15,2023-04-30,763,33,26-35,977,32.6,2.68,2023,2,April,Sunday,1,High,3,0,0,1,0,0,283.64,gmail.com
743,Priya,Bhatt,priya.bhatt743@gmail.com,9607359901,Female,2005-04-04,2024-09-09,2919,20,18-25,479,16.0,1.31,2024,3,September,Monday,0,VIP,4,0,1,0,0,0,2211.36,gmail.com
744,Krishna,Kapoor,krishna.kapoor744@gmail.com,9693284685,Male,1999-06-08,2021-10-30,1275,26,26-35,1524,50.8,4.18,2021,4,October,Saturday,1,VIP,4,0,0,1,0,0,304.3,gmail.com
745,Aarav,Mehta,aarav.mehta745@gmail.com,9435357716,Male,2004-03-27,2024-01-29,2514,21,18-25,703,23.4,1.93,2024,1,January,Monday,0,VIP,4,0,1,0,0,0,1295.88,gmail.com
746,Krishna,Desai,krishna.desai746@gmail.com,9598592730,Male,1975-01-17,2020-07-15,585,50,46-60,1996,66.5,5.47,2020,3,July,Wednesday,0,High,3,0,0,0,1,0,106.75,gmail.com
747,Krishna,Kapoor,krishna.kapoor747@gmail.com,9853769914,Male,1986-05-05,2022-02-12,2486,39,36-45,1419,47.3,3.89,2022,1,February,Saturday,1,VIP,4,0,0,1,0,0,637.44,gmail.com
748,Diya,Mehta,diya.mehta748@gmail.com,9164479606,Male,1981-09-03,2022-11-13,4927,44,36-45,1145,38.2,3.14,2022,4,November,Sunday,1,VIP,4,0,0,1,0,0,1564.13,gmail.com
749,Krishna,Joshi,krishna.joshi749@gmail.com,9490420316,Male,1979-03-12,2025-07-12,1502,46,46-60,173,5.8,0.47,2025,3,July,Saturday,1,VIP,4,0,0,0,0,1,3129.17,gmail.com
750,Neha,Gupta,neha.gupta750@gmail.com,9285280449,Male,1993-05-20,2022-07-09,2473,32,26-35,1272,42.4,3.48,2022,3,July,Saturday,1,VIP,4,0,0,1,0,0,708.6,gmail.com
751,Diya,Bhatt,diya.bhatt751@gmail.com,9866334879,Male,1994-03-26,2022-08-21,2328,31,26-35,1229,41.0,3.37,2022,3,August,Sunday,1,VIP,4,0,0,1,0,0,688.76,gmail.com
752,Arjun,Modi,arjun.modi752@gmail.com,9332474128,Male,1994-10-17,2024-06-07,2025,31,26-35,573,19.1,1.57,2024,2,June,Friday,0,VIP,4,0,0,1,0,0,1281.65,gmail.com
753,Ananya,Bhatt,ananya.bhatt753@gmail.com,9928904930,Female,1987-01-01,2025-08-20,77,39,36-45,134,4.5,0.37,2025,3,August,Wednesday,0,Low,1,0,0,1,0,1,202.63,gmail.com
754,Neha,Joshi,neha.joshi754@gmail.com,9191399416,Female,1976-05-07,2026-03-30,595,49,46-60,-88,-2.9,-0.24,2026,1,March,Monday,0,High,3,0,0,0,0,1,-2586.96,gmail.com
755,Krishna,Shah,krishna.shah755@gmail.com,9253110486,Male,1984-03-21,2021-08-05,449,41,36-45,1610,53.7,4.41,2021,3,August,Thursday,0,Medium,2,0,0,1,0,0,101.58,gmail.com
756,Riya,Bhatt,riya.bhatt756@gmail.com,9239360952,Male,1993-10-01,2024-11-02,1326,32,26-35,425,14.2,1.16,2024,4,November,Saturday,1,VIP,4,0,0,1,0,0,1133.33,gmail.com
757,Diya,Gupta,diya.gupta757@gmail.com,9128300660,Female,1998-04-14,2020-12-06,307,27,26-35,1852,61.7,5.07,2020,4,December,Sunday,1,Medium,2,0,0,1,1,0,60.43,gmail.com
758,Priya,Modi,priya.modi758@gmail.com,9711315419,Female,1998-06-17,2024-08-13,857,27,26-35,506,16.9,1.39,2024,3,August,Tuesday,0,High,3,0,0,1,0,0,612.14,gmail.com
759,Aarav,Shah,aarav.shah759@gmail.com,9919125053,Male,1992-11-18,2022-02-18,1808,33,26-35,1413,47.1,3.87,2022,1,February,Friday,0,VIP,4,0,0,1,0,0,465.98,gmail.com
760,Priya,Modi,priya.modi760@gmail.com,9822826494,Female,1994-10-13,2022-02-05,1748,31,26-35,1426,47.5,3.91,2022,1,February,Saturday,1,VIP,4,0,0,1,0,0,445.92,gmail.com
761,Priya,Bhatt,priya.bhatt761@gmail.com,9445556390,Male,1999-08-13,2021-03-01,1934,26,26-35,1767,58.9,4.84,2021,1,March,Monday,0,VIP,4,0,0,1,0,0,398.76,gmail.com
762,Arjun,Bhatt,arjun.bhatt762@gmail.com,9625008981,Male,1994-03-18,2024-06-19,3123,31,26-35,561,18.7,1.54,2024,2,June,Wednesday,0,VIP,4,0,0,1,0,0,2014.84,gmail.com
763,Aarav,Modi,aarav.modi763@gmail.com,9730185787,Male,1991-05-17,2024-06-03,848,34,26-35,577,19.2,1.58,2024,2,June,Monday,0,High,3,0,0,1,0,0,533.33,gmail.com
764,Krishna,Desai,krishna.desai764@gmail.com,9384570152,Male,1993-10-03,2024-10-23,3425,32,26-35,435,14.5,1.19,2024,4,October,Wednesday,0,VIP,4,0,0,1,0,0,2854.17,gmail.com
765,Aarav,Kapoor,aarav.kapoor765@gmail.com,9748898622,Male,1988-05-06,2020-10-24,707,37,36-45,1895,63.2,5.19,2020,4,October,Saturday,1,High,3,0,0,1,1,0,135.96,gmail.com
766,Aarav,Desai,aarav.desai766@gmail.com,9704856931,Male,1982-01-20,2023-10-22,1950,43,36-45,802,26.7,2.2,2023,4,October,Sunday,1,VIP,4,0,0,1,0,0,882.35,gmail.com
767,Vivaan,Modi,vivaan.modi767@gmail.com,9122820918,Male,1986-09-25,2022-03-04,1054,39,36-45,1399,46.6,3.83,2022,1,March,Friday,0,VIP,4,0,0,1,0,0,274.48,gmail.com
768,Neha,Patel,neha.patel768@gmail.com,9170631155,Female,1976-12-24,2021-05-17,2744,49,46-60,1690,56.3,4.63,2021,2,May,Monday,0,VIP,4,0,0,0,0,0,591.38,gmail.com
769,Aditya,Desai,aditya.desai769@gmail.com,9371939076,Male,1976-07-08,2020-11-01,2438,49,46-60,1887,62.9,5.17,2020,4,November,Sunday,1,VIP,4,0,0,0,1,0,470.66,gmail.com
770,Krishna,Trivedi,krishna.trivedi770@gmail.com,9454500171,Male,1999-03-15,2020-07-17,2815,26,26-35,1994,66.5,5.46,2020,3,July,Friday,0,VIP,4,0,0,1,1,0,514.63,gmail.com
771,Arjun,Modi,arjun.modi771@gmail.com,9612366688,Female,1993-06-14,2020-10-14,1758,32,26-35,1905,63.5,5.22,2020,4,October,Wednesday,0,VIP,4,0,0,1,1,0,336.14,gmail.com
772,Aarav,Kapoor,aarav.kapoor772@gmail.com,9465697819,Male,1984-02-28,2022-01-04,48,41,36-45,1458,48.6,3.99,2022,1,January,Tuesday,0,Low,1,0,0,1,0,0,12.0,gmail.com
773,Riya,Desai,riya.desai773@gmail.com,9920259291,Male,1980-04-11,2022-02-12,4079,45,36-45,1419,47.3,3.89,2022,1,February,Saturday,1,VIP,4,0,0,1,0,0,1045.9,gmail.com
774,Arjun,Mehta,arjun.mehta774@gmail.com,9100093980,Female,1986-09-24,2024-07-08,4048,39,36-45,542,18.1,1.48,2024,3,July,Monday,0,VIP,4,0,0,1,0,0,2716.78,gmail.com
775,Riya,Desai,riya.desai775@gmail.com,9677156025,Female,1986-11-18,2025-03-07,2542,39,36-45,300,10.0,0.82,2025,1,March,Friday,0,VIP,4,0,0,1,0,1,3062.65,gmail.com
776,Arjun,Mehta,arjun.mehta776@gmail.com,9524866972,Male,2004-11-03,2020-04-02,2393,21,18-25,2100,70.0,5.75,2020,2,April,Thursday,0,VIP,4,0,1,0,1,0,415.45,gmail.com
777,Aditya,Shah,aditya.shah777@gmail.com,9282319530,Male,1993-11-28,2022-11-28,2796,32,26-35,1130,37.7,3.1,2022,4,November,Monday,0,VIP,4,0,0,1,0,0,899.04,gmail.com
778,Krishna,Joshi,krishna.joshi778@gmail.com,9703385866,Male,1995-05-22,2020-10-01,3534,30,26-35,1918,63.9,5.25,2020,4,October,Thursday,0,VIP,4,0,0,1,1,0,671.86,gmail.com
779,Aditya,Kapoor,aditya.kapoor779@gmail.com,9567171963,Female,1992-09-26,2022-11-15,1974,33,26-35,1143,38.1,3.13,2022,4,November,Tuesday,0,VIP,4,0,0,1,0,0,628.66,gmail.com
780,Krishna,Trivedi,krishna.trivedi780@gmail.com,9132514126,Female,1993-10-10,2024-02-04,3797,32,26-35,697,23.2,1.91,2024,1,February,Sunday,1,VIP,4,0,0,1,0,0,1977.6,gmail.com
781,Neha,Joshi,neha.joshi781@gmail.com,9762316019,Male,1986-11-22,2023-11-24,2558,39,36-45,769,25.6,2.11,2023,4,November,Friday,0,VIP,4,0,0,1,0,0,1206.6,gmail.com
782,Riya,Mehta,riya.mehta782@gmail.com,9879737374,Female,1984-08-23,2023-11-18,4597,41,36-45,775,25.8,2.12,2023,4,November,Saturday,1,VIP,4,0,0,1,0,0,2158.22,gmail.com
783,Aarav,Desai,aarav.desai783@gmail.com,9781737241,Male,1992-02-06,2021-04-27,1611,33,26-35,1710,57.0,4.68,2021,2,April,Tuesday,0,VIP,4,0,0,1,0,0,343.5,gmail.com
784,Priya,Patel,priya.patel784@gmail.com,9700830910,Male,1973-06-04,2021-05-24,2418,52,46-60,1683,56.1,4.61,2021,2,May,Monday,0,VIP,4,0,0,0,0,0,523.38,gmail.com
785,Aarav,Bhatt,aarav.bhatt785@gmail.com,9694801471,Male,1978-01-19,2022-06-24,4972,47,46-60,1287,42.9,3.53,2022,2,June,Friday,0,VIP,4,0,0,0,0,0,1404.52,gmail.com
786,Vivaan,Joshi,vivaan.joshi786@gmail.com,9974571746,Female,2002-12-18,2024-01-27,3639,23,18-25,705,23.5,1.93,2024,1,January,Saturday,1,VIP,4,0,1,0,0,0,1875.77,gmail.com
787,Priya,Kapoor,priya.kapoor787@gmail.com,9220077156,Male,2001-08-16,2020-03-25,3949,24,18-25,2108,70.3,5.78,2020,1,March,Wednesday,0,VIP,4,0,1,0,1,0,682.04,gmail.com
788,Krishna,Joshi,krishna.joshi788@gmail.com,9921256346,Male,1988-02-27,2024-03-28,3938,37,36-45,644,21.5,1.76,2024,1,March,Thursday,0,VIP,4,0,0,1,0,0,2224.86,gmail.com
789,Vivaan,Gupta,vivaan.gupta789@gmail.com,9309774710,Female,2003-02-21,2023-09-12,1513,22,18-25,842,28.1,2.31,2023,3,September,Tuesday,0,VIP,4,0,1,0,0,0,652.16,gmail.com
790,Diya,Mehta,diya.mehta790@gmail.com,9837171877,Male,1970-01-11,2023-04-30,4198,56,46-60,977,32.6,2.68,2023,2,April,Sunday,1,VIP,4,0,0,0,0,0,1560.59,gmail.com
791,Priya,Desai,priya.desai791@gmail.com,9816136055,Female,1975-03-15,2022-11-05,1284,50,46-60,1153,38.4,3.16,2022,4,November,Saturday,1,VIP,4,0,0,0,0,0,405.05,gmail.com
792,Arjun,Kapoor,arjun.kapoor792@gmail.com,9952036024,Male,1977-12-06,2021-05-25,4300,48,46-60,1682,56.1,4.61,2021,2,May,Tuesday,0,VIP,4,0,0,0,0,0,930.74,gmail.com
793,Neha,Bhatt,neha.bhatt793@gmail.com,9879566915,Female,1973-02-18,2025-02-20,724,52,46-60,315,10.5,0.86,2025,1,February,Thursday,0,High,3,0,0,0,0,1,832.18,gmail.com
794,Priya,Desai,priya.desai794@gmail.com,9329517808,Female,1974-05-15,2021-04-16,3289,51,46-60,1721,57.4,4.72,2021,2,April,Friday,0,VIP,4,0,0,0,0,0,695.35,gmail.com
795,Aarav,Trivedi,aarav.trivedi795@gmail.com,9346733375,Male,1973-10-17,2023-01-28,65,52,46-60,1069,35.6,2.93,2023,1,January,Saturday,1,Low,1,0,0,0,0,0,22.11,gmail.com
796,Riya,Shah,riya.shah796@gmail.com,9893043943,Female,1980-07-15,2021-04-05,509,45,36-45,1732,57.7,4.75,2021,2,April,Monday,0,High,3,0,0,1,0,0,106.93,gmail.com
797,Priya,Bhatt,priya.bhatt797@gmail.com,9248400207,Male,1979-02-28,2024-05-10,3002,46,46-60,601,20.0,1.65,2024,2,May,Friday,0,VIP,4,0,0,0,0,0,1808.43,gmail.com
798,Krishna,Shah,krishna.shah798@gmail.com,9357894274,Male,2001-07-25,2021-11-05,4920,24,18-25,1518,50.6,4.16,2021,4,November,Friday,0,VIP,4,0,1,0,0,0,1179.86,gmail.com
799,Vivaan,Patel,vivaan.patel799@gmail.com,9210927265,Female,1988-10-25,2020-10-03,1962,37,36-45,1916,63.9,5.25,2020,4,October,Saturday,1,VIP,4,0,0,1,1,0,373.0,gmail.com
800,Ananya,Gupta,ananya.gupta800@gmail.com,9682781128,Male,1978-09-23,2023-10-27,3337,47,46-60,797,26.6,2.18,2023,4,October,Friday,0,VIP,4,0,0,0,0,0,1523.74,gmail.com
801,Arjun,Joshi,arjun.joshi801@gmail.com,9475728708,Female,1997-09-10,2022-11-07,3357,28,26-35,1151,38.4,3.15,2022,4,November,Monday,0,VIP,4,0,0,1,0,0,1062.34,gmail.com
802,Riya,Shah,riya.shah802@gmail.com,9624400617,Female,1979-10-21,2024-11-05,1557,46,46-60,422,14.1,1.16,2024,4,November,Tuesday,0,VIP,4,0,0,0,0,0,1330.77,gmail.com
803,Krishna,Kapoor,krishna.kapoor803@gmail.com,9956495614,Female,1976-05-08,2021-08-31,2398,49,46-60,1584,52.8,4.34,2021,3,August,Tuesday,0,VIP,4,0,0,0,0,0,551.26,gmail.com
804,Priya,Desai,priya.desai804@gmail.com,9366399874,Male,1970-11-26,2024-01-12,848,55,46-60,720,24.0,1.97,2024,1,January,Friday,0,High,3,0,0,0,0,0,428.28,gmail.com
805,Aditya,Bhatt,aditya.bhatt805@gmail.com,9373893390,Female,1991-10-07,2022-08-02,1808,34,26-35,1248,41.6,3.42,2022,3,August,Tuesday,0,VIP,4,0,0,1,0,0,527.11,gmail.com
806,Priya,Kapoor,priya.kapoor806@gmail.com,9426841802,Male,2000-04-07,2020-06-10,1094,25,18-25,2031,67.7,5.56,2020,2,June,Wednesday,0,VIP,4,0,1,0,1,0,196.41,gmail.com
807,Diya,Trivedi,diya.trivedi807@gmail.com,9325285087,Female,1998-09-28,2020-06-02,849,27,26-35,2039,68.0,5.59,2020,2,June,Tuesday,0,High,3,0,0,1,1,0,151.61,gmail.com
808,Arjun,Gupta,arjun.gupta808@gmail.com,9860743449,Female,1975-05-21,2024-04-12,2885,50,46-60,629,21.0,1.72,2024,2,April,Friday,0,VIP,4,0,0,0,0,0,1667.63,gmail.com
809,Aditya,Modi,aditya.modi809@gmail.com,9669902682,Male,1989-01-07,2026-03-05,2955,37,36-45,-63,-2.1,-0.17,2026,1,March,Thursday,0,VIP,4,0,0,1,0,1,-18468.75,gmail.com
810,Arjun,Gupta,arjun.gupta810@gmail.com,9410075195,Male,1996-08-10,2025-04-18,4456,29,26-35,258,8.6,0.71,2025,2,April,Friday,0,VIP,4,0,0,1,0,1,6188.89,gmail.com
811,Aditya,Bhatt,aditya.bhatt811@gmail.com,9198153442,Male,1978-12-16,2020-10-10,525,47,46-60,1909,63.6,5.23,2020,4,October,Saturday,1,High,3,0,0,0,1,0,100.19,gmail.com
812,Arjun,Gupta,arjun.gupta812@gmail.com,9311802616,Male,2002-12-05,2025-08-13,1936,23,18-25,141,4.7,0.39,2025,3,August,Wednesday,0,VIP,4,0,1,0,0,1,4840.0,gmail.com
813,Diya,Kapoor,diya.kapoor813@gmail.com,9723792215,Male,2002-06-10,2021-10-02,339,23,18-25,1552,51.7,4.25,2021,4,October,Saturday,1,Medium,2,0,1,0,0,0,79.58,gmail.com
814,Arjun,Gupta,arjun.gupta814@gmail.com,9984914983,Female,1992-09-11,2021-01-11,3484,33,26-35,1816,60.5,4.98,2021,1,January,Monday,0,VIP,4,0,0,1,0,0,698.2,gmail.com
815,Vivaan,Joshi,vivaan.joshi815@gmail.com,9605254726,Male,1987-06-28,2020-10-13,52,38,36-45,1906,63.5,5.22,2020,4,October,Tuesday,0,Low,1,0,0,1,1,0,9.94,gmail.com
816,Krishna,Patel,krishna.patel816@gmail.com,9682807545,Male,2003-10-06,2023-08-12,4052,22,18-25,873,29.1,2.39,2023,3,August,Saturday,1,VIP,4,0,1,0,0,0,1688.33,gmail.com
817,Ananya,Kapoor,ananya.kapoor817@gmail.com,9600515355,Male,1992-11-16,2024-10-31,1962,33,26-35,427,14.2,1.17,2024,4,October,Thursday,0,VIP,4,0,0,1,0,0,1662.71,gmail.com
818,Krishna,Trivedi,krishna.trivedi818@gmail.com,9306053383,Female,1992-01-09,2020-04-16,755,34,26-35,2086,69.5,5.72,2020,2,April,Thursday,0,High,3,0,0,1,1,0,131.76,gmail.com
819,Diya,Kapoor,diya.kapoor819@gmail.com,9763781124,Female,2002-03-19,2020-08-20,4448,23,18-25,1960,65.3,5.37,2020,3,August,Thursday,0,VIP,4,0,1,0,1,0,826.77,gmail.com
820,Krishna,Mehta,krishna.mehta820@gmail.com,9692895153,Female,1995-11-06,2021-06-11,202,30,26-35,1665,55.5,4.56,2021,2,June,Friday,0,Medium,2,0,0,1,0,0,44.2,gmail.com
821,Priya,Kapoor,priya.kapoor821@gmail.com,9872361514,Female,1980-01-24,2022-03-22,3909,45,36-45,1381,46.0,3.78,2022,1,March,Tuesday,0,VIP,4,0,0,1,0,0,1031.4,gmail.com
822,Neha,Gupta,neha.gupta822@gmail.com,9350669183,Male,1974-03-03,2022-07-22,3579,51,46-60,1259,42.0,3.45,2022,3,July,Friday,0,VIP,4,0,0,0,0,0,1034.39,gmail.com
823,Neha,Modi,neha.modi823@gmail.com,9521080232,Female,2003-04-01,2025-12-10,105,22,18-25,22,0.7,0.06,2025,4,December,Wednesday,0,Medium,2,0,1,0,0,1,1500.0,gmail.com
824,Vivaan,Bhatt,vivaan.bhatt824@gmail.com,9546011076,Male,1986-12-25,2020-03-15,1911,39,36-45,2118,70.6,5.8,2020,1,March,Sunday,1,VIP,4,0,0,1,1,0,328.92,gmail.com
825,Ananya,Desai,ananya.desai825@gmail.com,9522426203,Male,1976-10-12,2024-01-11,4175,49,46-60,721,24.0,1.98,2024,1,January,Thursday,0,VIP,4,0,0,0,0,0,2097.99,gmail.com
826,Ananya,Shah,ananya.shah826@gmail.com,9724808753,Male,1971-09-28,2026-01-02,1445,54,46-60,-1,-0.0,-0.0,2026,1,January,Friday,0,VIP,4,0,0,0,0,1,144500.0,gmail.com
827,Aditya,Shah,aditya.shah827@gmail.com,9622100762,Male,1983-06-15,2022-09-15,2803,42,36-45,1204,40.1,3.3,2022,3,September,Thursday,0,VIP,4,0,0,1,0,0,846.83,gmail.com
828,Aarav,Kapoor,aarav.kapoor828@gmail.com,9872986814,Male,1990-09-01,2025-11-16,2253,35,26-35,46,1.5,0.13,2025,4,November,Sunday,1,VIP,4,0,0,1,0,1,16092.86,gmail.com
829,Diya,Joshi,diya.joshi829@gmail.com,9271891956,Male,2000-12-13,2020-09-10,4636,25,18-25,1939,64.6,5.31,2020,3,September,Thursday,0,VIP,4,0,1,0,1,0,871.43,gmail.com
830,Arjun,Joshi,arjun.joshi830@gmail.com,9205849869,Female,1980-07-02,2025-10-01,2684,45,36-45,92,3.1,0.25,2025,4,October,Wednesday,0,VIP,4,0,0,1,0,1,10323.08,gmail.com
831,Priya,Trivedi,priya.trivedi831@gmail.com,9155021160,Male,1983-10-24,2022-03-24,3593,42,36-45,1379,46.0,3.78,2022,1,March,Thursday,0,VIP,4,0,0,1,0,0,948.02,gmail.com
832,Krishna,Gupta,krishna.gupta832@gmail.com,9908461782,Male,2005-06-27,2021-07-08,3851,20,18-25,1638,54.6,4.49,2021,3,July,Thursday,0,VIP,4,0,1,0,0,0,855.78,gmail.com
833,Priya,Trivedi,priya.trivedi833@gmail.com,9888242950,Male,1983-05-22,2022-11-25,565,42,36-45,1133,37.8,3.1,2022,4,November,Friday,0,High,3,0,0,1,0,0,181.67,gmail.com
834,Krishna,Bhatt,krishna.bhatt834@gmail.com,9865866595,Male,1978-06-21,2023-08-15,2895,47,46-60,870,29.0,2.38,2023,3,August,Tuesday,0,VIP,4,0,0,0,0,0,1211.3,gmail.com
835,Krishna,Bhatt,krishna.bhatt835@gmail.com,9921010853,Female,2001-01-08,2026-01-16,4690,24,18-25,-15,-0.5,-0.04,2026,1,January,Friday,0,VIP,4,0,1,0,0,1,-156333.33,gmail.com
836,Riya,Desai,riya.desai836@gmail.com,9144726823,Male,2002-11-03,2020-03-02,4029,23,18-25,2131,71.0,5.84,2020,1,March,Monday,0,VIP,4,0,1,0,1,0,688.72,gmail.com
837,Priya,Gupta,priya.gupta837@gmail.com,9646343584,Female,1978-07-04,2022-06-25,159,47,46-60,1286,42.9,3.52,2022,2,June,Saturday,1,Medium,2,0,0,0,0,0,45.04,gmail.com
838,Aarav,Kapoor,aarav.kapoor838@gmail.com,9406889941,Female,1991-01-27,2023-03-27,1470,34,26-35,1011,33.7,2.77,2023,1,March,Monday,0,VIP,4,0,0,1,0,0,528.78,gmail.com
839,Arjun,Desai,arjun.desai839@gmail.com,9949833243,Female,1980-11-20,2023-07-21,1392,45,36-45,895,29.8,2.45,2023,3,July,Friday,0,VIP,4,0,0,1,0,0,565.85,gmail.com
840,Ananya,Trivedi,ananya.trivedi840@gmail.com,9273762062,Female,1991-12-26,2025-02-01,2377,34,26-35,334,11.1,0.92,2025,1,February,Saturday,1,VIP,4,0,0,1,0,1,2555.91,gmail.com
841,Aarav,Mehta,aarav.mehta841@gmail.com,9170933383,Male,1975-04-01,2025-11-19,4718,50,46-60,43,1.4,0.12,2025,4,November,Wednesday,0,VIP,4,0,0,0,0,1,36292.31,gmail.com
842,Riya,Modi,riya.modi842@gmail.com,9973687314,Female,1979-08-02,2021-07-01,3044,46,46-60,1645,54.8,4.51,2021,3,July,Thursday,0,VIP,4,0,0,0,0,0,673.45,gmail.com
843,Krishna,Shah,krishna.shah843@gmail.com,9530631967,Female,1984-04-20,2021-03-27,3617,41,36-45,1741,58.0,4.77,2021,1,March,Saturday,1,VIP,4,0,0,1,0,0,756.69,gmail.com
844,Riya,Patel,riya.patel844@gmail.com,9910920261,Male,1994-01-16,2020-01-16,1838,31,26-35,2177,72.6,5.96,2020,1,January,Thursday,0,VIP,4,0,0,1,1,0,307.87,gmail.com
845,Priya,Kapoor,priya.kapoor845@gmail.com,9765325429,Male,1993-07-15,2021-10-09,1288,32,26-35,1545,51.5,4.23,2021,4,October,Saturday,1,VIP,4,0,0,1,0,0,303.77,gmail.com
846,Diya,Modi,diya.modi846@gmail.com,9150397439,Female,1995-05-21,2020-05-07,4096,30,26-35,2065,68.8,5.66,2020,2,May,Thursday,0,VIP,4,0,0,1,1,0,722.4,gmail.com
847,Priya,Patel,priya.patel847@gmail.com,9684844782,Female,1975-12-01,2025-09-25,4164,50,46-60,98,3.3,0.27,2025,3,September,Thursday,0,VIP,4,0,0,0,0,1,14871.43,gmail.com
848,Aarav,Mehta,aarav.mehta848@gmail.com,9191952292,Female,1975-07-27,2024-07-03,121,50,46-60,547,18.2,1.5,2024,3,July,Wednesday,0,Medium,2,0,0,0,0,0,80.13,gmail.com
